====== H (10) into Layer 1                      =======
        SRIM-2013.00
==========================================
    Ion and Target VACANCY production     
  See SRIM Outputs\TDATA.txt for calc. details
==========================================
--------------------------------------------------------------------
    Recoil/Damage Calculations made with Kinchin-Pease Estimates    
--------------------------------------------------------------------
 See file :  SRIM Outputs\TDATA.txt for calculation data
 Ion    =  H   Energy = 3700 keV
============= TARGET MATERIAL ======================================
Layer  1 : Layer 1
Layer Width =     4.E+06 A ;
  Layer # 1- Density = 4.976E22 atoms/cm3 = 2.321 g/cm3
  Layer # 1- Si = 100  Atomic Percent = 100  Mass Percent
112000.E+01  1125.63E-08  2876.47E-08  
116000.E+01  1268.96E-08  2085.67E-08  
120000.E+01  1554.30E-08  4323.52E-08  
124000.E+01  1965.27E-08  4492.16E-08  
128000.E+01  3664.20E-08  6288.37E-08  
132000.E+01  1147.22E-07  1430.20E-07  
136000.E+01  7985.82E-08  7682.63E-08  
140000.E+01  5558.24E-09  4066.82E-09  
144000.E+01  0000.00E+00  0000.00E+00  
148000.E+01  0000.00E+00  0000.00E+00  
152000.E+01  0000.00E+00  0000.00E+00  
156000.E+01  0000.00E+00  0000.00E+00  
160000.E+01  0000.00E+00  0000.00E+00  
164000.E+01  0000.00E+00  0000.00E+00  
168000.E+01  0000.00E+00  0000.00E+00  
172000.E+01  0000.00E+00  0000.00E+00  
176000.E+01  0000.00E+00  0000.00E+00  
180000.E+01  0000.00E+00  0000.00E+00  
184000.E+01  0000.00E+00  0000.00E+00  
188000.E+01  0000.00E+00  0000.00E+00  
192000.E+01  0000.00E+00  0000.00E+00  
196000.E+01  0000.00E+00  0000.00E+00  
200000.E+01  0000.00E+00  0000.00E+00  
204000.E+01  0000.00E+00  0000.00E+00  
208000.E+01  0000.00E+00  0000.00E+00  
212000.E+01  0000.00E+00  0000.00E+00  
216000.E+01  0000.00E+00  0000.00E+00  
220000.E+01  0000.00E+00  0000.00E+00  
224000.E+01  0000.00E+00  0000.00E+00  
228000.E+01  0000.00E+00  0000.00E+00  
232000.E+01  0000.00E+00  0000.00E+00  
236000.E+01  0000.00E+00  0000.00E+00  
240000.E+01  0000.00E+00  0000.00E+00  
244000.E+01  0000.00E+00  0000.00E+00  
248000.E+01  0000.00E+00  0000.00E+00  
252000.E+01  0000.00E+00  0000.00E+00  
256000.E+01  0000.00E+00  0000.00E+00  
260000.E+01  0000.00E+00  0000.00E+00  
264000.E+01  0000.00E+00  0000.00E+00  
268000.E+01  0000.00E+00  0000.00E+00  
272000.E+01  0000.00E+00  0000.00E+00  
276000.E+01  0000.00E+00  0000.00E+00  
280000.E+01  0000.00E+00  0000.00E+00  
284000.E+01  0000.00E+00  0000.00E+00  
288000.E+01  0000.00E+00  0000.00E+00  
292000.E+01  0000.00E+00  0000.00E+00  
296000.E+01  0000.00E+00  0000.00E+00  
300000.E+01  0000.00E+00  0000.00E+00  
304000.E+01  0000.00E+00  0000.00E+00  
308000.E+01  0000.00E+00  0000.00E+00  
312000.E+01  0000.00E+00  0000.00E+00  
316000.E+01  0000.00E+00  0000.00E+00  
320000.E+01  0000.00E+00  0000.00E+00  
324000.E+01  0000.00E+00  0000.00E+00  
328000.E+01  0000.00E+00  0000.00E+00  
332000.E+01  0000.00E+00  0000.00E+00  
336000.E+01  0000.00E+00  0000.00E+00  
340000.E+01  0000.00E+00  0000.00E+00  
344000.E+01  0000.00E+00  0000.00E+00  
348000.E+01  0000.00E+00  0000.00E+00  
352000.E+01  0000.00E+00  0000.00E+00  
356000.E+01  0000.00E+00  0000.00E+00  
360000.E+01  0000.00E+00  0000.00E+00  
364000.E+01  0000.00E+00  0000.00E+00  
368000.E+01  0000.00E+00  0000.00E+00  
372000.E+01  0000.00E+00  0000.00E+00  
376000.E+01  0000.00E+00  0000.00E+00  
380000.E+01  0000.00E+00  0000.00E+00  
384000.E+01  0000.00E+00  0000.00E+00  
388000.E+01  0000.00E+00  0000.00E+00  
392000.E+01  0000.00E+00  0000.00E+00  
396000.E+01  0000.00E+00  0000.00E+00  
400000.E+01  0000.00E+00  0000.00E+00  

 To convert to Energy Lost - multiply by Average Binding Energy =  2  eV/Vacancy
